name,followers,following,posts,bio_length,has_profile_picture,has_external_link,is_verified,engagement_rate,suspicious_activity,post_frequency,account_age_days,account_type
Bob Moore,19441,740,429,145,True,False,False,0.040717865691495894,False,regular,1146,real
Ivy Davis55,99428,979,63,29,True,False,False,0.08950206285077612,False,regular,1651,real
Member418Inactive,3816,3401,9,38,False,False,False,0.012359536545651957,False,irregular,356,fake
Alice Jones,3519,920,95,94,True,False,False,0.03513980199636521,False,regular,303,real
Fiona Moore83,75227,644,235,36,True,True,False,0.036786398959807357,False,regular,916,real
AmazonDealsOnline3,2252,2074,24,2,False,True,False,0.002923800504560703,True,spammy,117,fake
David Wilson,70943,526,422,25,True,False,True,0.03286070326422817,True,occasional,433,real
Alice Moore,33588,229,194,46,True,False,False,0.08418048820702487,False,regular,1584,real
Jane Doe1985,2372,1008,23,29,False,True,False,0.011402982937129937,True,irregular,277,fake
David Miller,29921,361,478,116,True,False,False,0.04643705886564989,False,regular,36,real
ocwamywjm320m5,3480,1276,24,1,False,False,False,0.0006546933331676041,True,very_low,26,fake
Bob Williams,54481,775,453,86,True,False,False,0.09350597533934685,False,regular,1466,real
FashionNovaOnline2,759,1256,26,23,True,True,False,0.0007743995907258828,True,irregular,257,fake
Michael Davis2003,4029,3345,0,8,False,True,False,0.009583646774547023,False,irregular,141,fake
AdidasOfficial2,4774,4266,49,10,True,True,False,0.013687042051273437,True,irregular,65,fake
Hannah Taylor27,73633,999,471,142,True,False,False,0.03612589951130538,False,consistent,1406,real
Charlie Miller67,37453,793,51,47,True,True,False,0.05235888736658677,True,regular,483,real
Robert Jones1984,3180,844,43,21,False,True,False,0.011909072297197723,False,irregular,72,fake
Fiona Davis,31378,539,88,53,True,False,False,0.041381282218247314,False,regular,156,real
Account995Inactive,895,2415,6,46,False,True,False,0.005864006574127352,True,irregular,68,fake
Alice Brown,64447,362,38,65,True,True,False,0.0544707448067385,False,regular,1598,real
Eve Taylor38,70832,271,254,87,True,False,False,0.09593417793390295,False,regular,373,real
Account468Suspicious,4789,4202,13,42,True,False,False,0.018141987224495483,True,spammy,58,fake
Alice Moore45,21200,341,264,149,True,True,False,0.060943567160970324,False,regular,674,real
Alice Williams,79271,316,191,125,True,False,False,0.07637459258818839,False,consistent,1352,real
Bob Brown92,162,498,29,98,True,False,False,0.016302565394115665,False,occasional,497,real
k2v3zd9agbksbc,2206,2363,41,10,False,True,False,0.012945021702974924,True,irregular,45,fake
Bob Davis,46848,32,252,91,True,False,False,0.011461018835883652,False,occasional,623,real
Fan792Online,585,2679,5,0,True,True,False,0.006074930134460386,False,irregular,265,fake
George Jones,51690,791,476,56,True,False,False,0.08506286198413532,False,regular,293,real
SheinOfficial2,3838,1766,27,27,False,True,False,0.009776105472586403,True,spammy,18,fake
Bob Taylor79,49712,710,168,21,True,False,False,0.0464847462065136,False,regular,393,real
Alice Williams,11795,589,334,35,True,True,False,0.05616153977778597,False,occasional,538,real
AmazonDealsDeals4,2210,4035,40,1,False,False,False,0.01718941516310424,True,spammy,240,fake
NikeShop5,4873,4720,30,11,False,False,False,0.004437646797362198,False,very_low,337,fake
AmazonDealsDeals4,845,1737,17,13,False,False,False,0.00962797904010132,False,very_low,232,fake
Ivy Anderson,45900,224,90,126,True,False,False,0.023295760028009996,False,regular,202,real
AmazonDealsStore5,2683,903,48,5,False,True,False,0.01971343006592525,False,spammy,342,fake
Robert Jones1982,3544,1652,44,16,False,True,False,0.016332013612249834,True,irregular,120,fake
o3bvoc53psp,2618,1041,29,45,False,True,False,0.018962207595268038,False,spammy,156,fake
Ivy Jones,11340,834,345,141,True,False,False,0.07128487127633056,False,regular,1509,real
xzkzq425pbx,4211,2433,10,24,False,True,False,0.0004230279228759759,True,spammy,39,fake
Member736Inactive,2856,539,39,3,False,False,False,0.011382169300966359,True,irregular,327,fake
AmazonDealsStore1,2123,4066,34,0,False,True,False,0.011917891782724815,True,irregular,141,fake
Alice Smith94,35546,558,43,82,True,True,False,0.05097845319076495,False,regular,1223,real
Mary Brown1994,791,4342,45,30,False,False,False,0.01681094360641056,True,very_low,243,fake
George Wilson,68314,721,476,139,True,False,False,0.02973884755011772,False,regular,1627,real
George Moore,43747,857,89,132,True,False,False,0.034098676595715006,False,regular,893,real
Eve Smith,17391,406,109,115,True,False,False,0.08874750499395727,False,regular,804,real
TechGadgetsOfficial4,2246,3630,24,7,False,True,False,0.010150339565945325,True,very_low,112,fake
NikeOnline5,284,1925,39,48,False,False,False,0.013237461844056424,True,spammy,268,fake
h5pz6j0k,3875,1405,26,35,False,False,False,0.019979628191174867,False,spammy,35,fake
Eve Moore,64537,677,290,47,True,False,False,0.09671705386199403,False,consistent,1723,real
Account960Fake,3913,2992,20,15,False,True,False,0.019350354213577815,True,spammy,87,fake
User577Suspicious,2858,2833,27,21,False,False,False,0.015899727700443768,False,spammy,70,fake
Bob Anderson,41340,658,196,63,True,False,False,0.07988672914660658,False,regular,1101,real
Member103Suspicious,4318,4929,33,39,False,False,False,0.009662447974487955,False,irregular,159,fake
George Davis,4225,33,426,35,True,False,False,0.050141764308590055,False,regular,827,real
George Williams,53811,618,266,61,True,False,False,0.016315973593876144,True,regular,791,real
David Smith,29337,792,360,147,True,False,False,0.07598099693093126,False,regular,665,real
Eve Williams,80250,389,445,22,True,False,False,0.055282706957066656,False,regular,613,real
User439Bot,962,1541,44,2,False,True,False,0.01982928335761399,True,spammy,134,fake
Ivy Davis,81647,516,360,127,True,True,False,0.06666126056540699,False,regular,1775,real
Member257Spam,1669,4668,38,24,False,True,False,0.0023473307882401827,True,very_low,334,fake
Ivy Taylor,42330,518,479,146,True,True,False,0.0769261091231801,False,occasional,1304,real
Ivy Anderson,94470,434,238,80,True,False,True,0.0836156066528951,False,regular,1710,real
Jack Anderson,22666,965,405,87,True,True,False,0.023952172891212414,False,regular,1521,real
AmazonDealsShop5,3905,4254,16,4,False,True,False,0.004528852631917684,True,very_low,91,fake
Charlie Taylor,69267,221,16,47,True,False,False,0.09637178745878089,True,regular,1709,real
Fiona Brown,64780,871,112,113,True,True,False,0.015511953938687416,False,regular,755,real
Hannah Moore,48430,748,463,130,True,False,True,0.08650484979891374,False,regular,853,real
Michael Davis1983,2724,3315,17,48,False,True,False,0.009393316541487473,True,irregular,151,fake
George Wilson,47154,690,126,104,True,False,False,0.06595660410597536,False,regular,1211,real
vs2lcyu__a,4303,1069,30,48,True,True,False,0.004649116300527241,True,very_low,151,fake
George Williams,44917,870,400,51,True,False,False,0.048689020972662034,False,regular,777,real
e_gnm92mca,1094,3237,43,0,False,False,False,0.009334632959692998,False,spammy,168,fake
Fiona Wilson,58148,884,435,137,True,False,False,0.06331472494130015,False,consistent,1501,real
David Miller,44158,102,284,139,True,False,False,0.033123824303185494,False,regular,472,real
lvux3isovdbrnfw,4885,1204,2,16,False,True,False,0.0021993109167818825,True,irregular,331,fake
Jack Anderson89,7728,915,92,42,True,False,False,0.015130136051273713,False,regular,1487,real
Jack Williams53,94138,156,127,64,True,False,False,0.038975888782857376,False,regular,1252,real
50seqb9nyonp,673,2437,24,12,False,True,False,0.006483241296478111,True,irregular,154,fake
Mary Brown1999,2395,2489,22,47,False,True,False,0.013199832496079129,True,very_low,99,fake
Ivy Miller,42924,256,409,101,True,True,True,0.05217621072467814,False,regular,1125,real
User227Online,3504,2458,48,39,False,False,False,0.0009344119705565812,True,spammy,86,fake
George Williams,92786,380,430,94,True,False,True,0.020715187239445283,False,regular,258,real
Fan533Online,3574,4289,10,39,False,True,False,0.015578439745879163,True,irregular,158,fake
Fiona Davis,80241,785,360,28,True,True,False,0.06487577219159327,False,occasional,288,real
Charlie Jones90,91536,432,267,128,True,False,False,0.036679551119117186,False,regular,970,real
TechGadgetsDeals5,1098,2774,14,1,False,False,False,0.01044857477304257,True,irregular,136,fake
Ivy Smith76,65954,39,494,62,True,False,False,0.030172619445599375,False,consistent,951,real
Jack Moore,49521,599,325,128,True,True,True,0.08938155262746156,False,occasional,772,real
David Wilson,82260,497,202,46,True,False,False,0.0687946387226951,False,regular,546,real
Fiona Anderson,15242,669,197,60,True,False,True,0.085327144000119,False,regular,1479,real
Account250Suspicious,1746,3081,48,45,True,False,False,0.002186342835893187,False,very_low,115,fake
Bob Anderson,39367,575,284,69,True,False,False,0.07204964299751328,False,regular,95,real
AmazonDealsDeals2,1613,1369,11,15,False,False,False,0.019579178649221603,False,spammy,252,fake
Eve Brown,25005,411,269,142,True,False,False,0.054636669346790255,False,regular,909,real
George Moore,77214,198,454,20,True,False,False,0.08915362542138619,False,regular,733,real
Fan856Spam,4889,1509,19,30,False,True,False,0.019593784372403306,True,irregular,252,fake
Michael Davis1999,2171,2082,23,12,False,False,False,0.01578267059308482,True,very_low,174,fake
Fiona Smith,94550,56,415,73,True,False,True,0.08651197385239996,True,regular,1796,real
Fiona Williams,9028,989,429,27,True,True,False,0.0424105220269948,False,occasional,1454,real
John Smith1995,4610,619,50,26,False,True,False,0.011619047297498599,True,very_low,29,fake
Mary Brown1994,4876,3219,16,49,True,True,False,0.006569593432319638,False,irregular,82,fake
George Davis,94087,560,86,89,True,True,False,0.0996205612812647,False,regular,733,real
Ivy Smith,23446,48,312,63,True,False,False,0.06929565989134431,False,regular,1368,real
NikeOfficial1,4120,3593,44,38,False,False,False,0.007676500677386178,True,irregular,311,fake
Member867Suspicious,2815,2456,22,42,False,True,False,0.018713032252250017,True,spammy,326,fake
Bob Miller,94012,587,57,139,True,False,False,0.06411003468140285,False,occasional,1712,real
xss0ov_f2htc4d8,1289,3016,19,24,True,False,False,0.002547567166445854,True,spammy,21,fake
Fiona Wilson,18018,487,125,100,True,True,False,0.05319412452565263,False,regular,299,real
Follower835Suspicious,1699,4444,37,19,True,False,False,0.00597033425889717,False,spammy,182,fake
John Smith2005,1236,1939,50,3,True,False,False,0.00920675179492443,False,spammy,55,fake
Jane Doe1988,2537,2523,44,42,True,False,False,0.01100514385055699,True,irregular,77,fake
Fiona Brown91,86306,619,257,123,True,False,False,0.021252933147101725,False,occasional,98,real
Hannah Moore22,5735,298,18,111,True,True,False,0.05967108637750583,False,occasional,1322,real
Jack Davis,96431,591,412,118,True,False,False,0.02084056547486514,False,occasional,85,real
Jane Doe1994,3504,3043,43,36,False,True,False,0.018342635266080428,True,irregular,42,fake
Fiona Davis95,95509,281,182,25,True,False,False,0.01334642280660057,False,regular,1469,real
Alice Moore,57881,882,299,31,True,False,False,0.04218140665547589,False,regular,577,real
Follower334Inactive,1427,4827,43,13,False,False,False,0.00801944875500937,True,irregular,137,fake
NikeOfficial4,4188,4878,16,31,True,True,False,0.006987748433137677,False,irregular,172,fake
NikeOfficial3,1591,4449,39,32,False,False,False,0.0005033015486251414,True,spammy,339,fake
Mary Brown1997,2974,2003,38,33,False,False,False,0.0044269365984921,True,spammy,307,fake
Fiona Anderson,68605,726,76,150,True,False,False,0.010249341807104203,False,consistent,1179,real
George Miller,77663,532,329,117,True,True,False,0.09616690182112769,False,regular,113,real
AmazonDealsOfficial4,3529,2537,0,46,False,True,False,0.010144711917018441,False,spammy,180,fake
Charlie Miller,43482,979,217,52,True,False,False,0.019308895513504558,False,regular,173,real
AdidasDeals3,448,3736,21,42,False,True,False,0.005468842038154307,True,irregular,61,fake
9wa6cy3jnx48bbo,2365,2768,5,15,False,True,False,0.0065974978216600455,True,irregular,3,fake
Eve Williams,52896,597,243,146,True,False,False,0.08309637779401774,False,regular,240,real
George Smith65,19693,804,309,147,True,False,False,0.04191069161121386,True,regular,1032,real
George Wilson76,67997,1000,123,23,True,False,True,0.06180099677289554,False,occasional,1408,real
Mary Brown1993,3928,1408,43,4,False,True,False,0.00343242667829343,False,spammy,23,fake
Profile821Spam,2929,4874,28,30,False,False,False,0.015739651909209756,False,very_low,69,fake
Alice Davis,9946,979,346,107,True,False,False,0.0473280287790482,False,regular,1182,real
George Miller,75230,766,356,109,True,True,False,0.038664157077592,False,occasional,177,real
Jack Davis,29211,327,306,72,True,False,True,0.06714374913821608,False,regular,450,real
Charlie Williams,71391,943,262,122,True,False,True,0.05346879937898925,False,regular,911,real
George Jones,16806,893,262,117,True,False,False,0.08018811558036054,False,regular,156,real
4ud2f7frvke,3607,4384,44,39,False,True,False,0.01963046886601604,True,irregular,51,fake
FashionNovaStore2,2993,2616,26,9,True,True,False,0.00500135173980838,True,irregular,94,fake
Jane Doe1982,3527,2819,43,5,True,False,False,0.008327086424812044,False,irregular,74,fake
George Jones85,82766,946,273,47,True,False,False,0.06371299362340573,False,regular,1498,real
Alice Smith,71661,298,44,80,True,True,False,0.03817046508420128,False,occasional,146,real
ji73qa6oluw,3189,801,46,23,False,False,False,0.012936914355872315,True,spammy,135,fake
Ivy Miller,66788,258,369,107,True,False,False,0.034933332394640734,False,regular,92,real
FashionNovaOnline4,3729,2853,40,11,False,True,False,0.004935460011758006,False,irregular,334,fake
Alice Davis,32072,40,133,114,True,True,False,0.035786026668839094,False,occasional,890,real
Ivy Smith43,68253,334,218,77,True,False,False,0.05179203548521173,False,regular,1227,real
George Wilson,54023,368,336,149,True,False,False,0.08472065397187775,False,consistent,621,real
AdidasShop1,154,1248,3,16,False,True,False,0.009797733673311023,True,irregular,198,fake
SheinDeals3,2444,1448,14,37,True,False,False,0.0036756863557485244,False,spammy,48,fake
User316Inactive,2446,1971,7,41,False,True,False,0.01312498437780779,True,irregular,69,fake
Bob Anderson,29933,177,300,146,True,False,False,0.07817787254676377,False,occasional,328,real
David Jones,5718,334,471,46,True,False,True,0.048618199831267576,False,occasional,170,real
Hannah Wilson,16065,507,41,95,True,False,False,0.08843438340345694,False,regular,597,real
Fiona Anderson100,53355,694,263,92,True,False,False,0.05597877702753247,False,regular,786,real
Fiona Miller,33085,504,330,31,True,False,False,0.061905715119869364,False,occasional,55,real
Member726Spam,1074,2273,30,15,False,True,False,0.012645011519865834,True,spammy,319,fake
Ivy Smith,80761,654,498,89,True,False,False,0.04581022691515176,False,consistent,751,real
John Smith1984,1487,2171,7,37,False,True,False,0.018110949152166867,True,very_low,223,fake
Ivy Wilson,79738,857,488,21,True,False,False,0.05227249954398536,False,occasional,1441,real
Member543Inactive,1940,4094,17,32,True,False,False,0.005109951471324572,True,irregular,138,fake
Jane Doe2000,4630,1360,50,2,False,False,False,0.00016246512424595184,True,very_low,262,fake
Follower504Inactive,1449,1078,30,43,True,True,False,0.005550898805462885,True,irregular,294,fake
